day,month,date,sentence,photo_path,source_path
31,May,"May 31, 1864","On May 31, 1864, The Civil War Battle of Cold Harbor began. This Confederate victory was fought in Virginia and was a Decisive battle in the war. Lee repulses Grant, Confederate general says ""This is not war, this is murder""..",us_history.png,Battle of Cold Harbor
5,June,"June 5, 1864","On June 5, 1864, The Civil War Battle of Piedmont began. This Union victory was fought in Virginia and was a Major battle in the war. Union forces under David Hunter defeat Confederate defenses on march to Staunton, Virginia, upper Shenandoah Valley..",us_history.png,Battle of Piedmont
6,June,"June 6, 1864","On June 6, 1864, The Civil War Battle of Marietta began. This Union victory was fought in Georgia and was a Major battle in the war. Sherman defeats Johnston..",us_history.png,Battle of Marietta
6,July,"July 6, 1864","On July 6, 1864, The Civil War Battle of Marietta began. This Union victory was fought in Georgia and was a Major battle in the war. Sherman defeats Johnston..",us_history.png,Battle of Marietta
10,June,"June 10, 1864","On June 10, 1864, The Civil War Battle of Brice's Crossroads began. This Confederate victory was fought in Mississippi and was a Major battle in the war. N.B. Forrest routs Union force almost three times as large..",us_history.png,Battle of Brice's Crossroads
11,June,"June 11, 1864","On June 11, 1864, The Civil War Battle of Trevilian Station began. This Confederate victory was fought in Virginia and was a Major battle in the war. Confederate victory, George Armstrong Custer nearly surrounded and has to be rescued by Sheridan..",us_history.png,Battle of Trevilian Station
15,June,"June 15, 1864","On June 15, 1864, The Civil War Second Battle of Petersburg began. This Confederate victory was fought in Virginia and was a Decisive battle in the war. Lee repulses Grant at back door to Richmond..",us_history.png,Second Battle of Petersburg
17,June,"June 17, 1864","On June 17, 1864, The Civil War Battle of Lynchburg began. This Confederate victory was fought in Virginia and was a Major battle in the war. Fake Confederate reinforcements lead to Union retreat..",us_history.png,Battle of Lynchburg
21,June,"June 21, 1864","On June 21, 1864, The Civil War Battle of Jerusalem Plank Road began. This draw was fought in Virginia and was a Major battle in the war. Union siege lines extended for Siege of Petersburg..",us_history.png,Battle of Jerusalem Plank Road
27,June,"June 27, 1864","On June 27, 1864, The Civil War Battle of Kennesaw Mountain began. This Confederate victory was fought in Georgia and was a Major battle in the war. Johnston repulses Sherman..",us_history.png,Battle of Kennesaw Mountain
9,July,"July 9, 1864","On July 9, 1864, The Civil War Battle of Monocacy(Battle of Monocacy Junction) began. This Confederate victory was fought in Maryland and was a Major battle in the war. Union Gen. Lew Wallace slows up Jubal Early, saving DC..",us_history.png,Battle of Monocacy(Battle of Monocacy Junction)
11,July,"July 11, 1864","On July 11, 1864, The Civil War Battle of Fort Stevens began. This Union victory was fought in District of Columbia and was a Major battle in the war. Failed Confederate attempt to capture Washington, D.C., President Lincoln, observing the battle, comes under Confederate fire..",us_history.png,Battle of Fort Stevens
14,July,"July 14, 1864","On July 14, 1864, The Civil War Battle of Tupelo began. This Union victory was fought in Mississippi and was a Major battle in the war. Confederate forces under Stephen D. Lee are defeated and Nathan Bedford Forrest is wounded in action..",us_history.png,Battle of Tupelo
20,July,"July 20, 1864","On July 20, 1864, The Civil War Battle of Peachtree Creek began. This Union victory was fought in Georgia and was a Major battle in the war. (Atlanta Campaign) First Confederate attack against Union forces north of Atlanta fails..",us_history.png,Battle of Peachtree Creek
22,July,"July 22, 1864","On July 22, 1864, The Civil War Battle of Atlanta began. This Union victory was fought in Georgia and was a Major battle in the war. (Atlanta Campaign) Sherman turns back Hood's attack east of Atlanta..",us_history.png,Battle of Atlanta
24,July,"July 24, 1864","On July 24, 1864, The Civil War Second Battle of Kernstown began. This Confederate victory was fought in Virginia and was a Major battle in the war. Jubal Early defeats Union forces..",us_history.png,Second Battle of Kernstown
28,July,"July 28, 1864","On July 28, 1864, The Civil War Battle of Ezra Church began. This Union victory was fought in Georgia and was a Major battle in the war. (Atlanta Campaign) Confederate attack on Union army northwest of Atlanta fails to gain element of surprise, finding entrenched Union forces. Union victory..",us_history.png,Battle of Ezra Church
30,July,"July 30, 1864","On July 30, 1864, The Civil War Battle of the Crater began. This Confederate victory was fought in Virginia and was a Decisive battle in the war. Lee defeats Burnside..",us_history.png,Battle of the Crater
2,August,"August 2, 1864","On August 2, 1864, The Civil War Battle of Mobile Bay began. This Union victory was fought in Alabama and was a Decisive battle in the war. David Farragut takes port, says ""Damn the torpedoes, full speed ahead""..",us_history.png,Battle of Mobile Bay
14,August,"August 14, 1864","On August 14, 1864, The Civil War Second Battle of Deep Bottom began. This Confederate victory was fought in Virginia and was a Major battle in the war. The Confederates drove back the Union threat, but at a cost of diluting their forces as the Union had hoped..",us_history.png,Second Battle of Deep Bottom
18,August,"August 18, 1864","On August 18, 1864, The Civil War Battle of Globe Tavern began. This Union victory was fought in Virginia and was a Major battle in the war. Confederate forces lose control of railroads at Petersburg..",us_history.png,Battle of Globe Tavern
25,August,"August 25, 1864","On August 25, 1864, The Civil War Second Battle of Ream's Station began. This Confederate victory was fought in Virginia and was a Major battle in the war. Union lines overrun by Confederates..",us_history.png,Second Battle of Ream's Station
31,August,"August 31, 1864","On August 31, 1864, The Civil War Battle of Jonesborough began. This Union victory was fought in Georgia and was a Decisive battle in the war. William J. Hardee's Confederates defeated, resulting in Atlanta's fall the following day..",us_history.png,Battle of Jonesborough
19,September,"September 19, 1864","On September 19, 1864, The Civil War Battle of Opequon(Third Battle of Winchester) began. This Union victory was fought in Virginia and was a Decisive battle in the war. Sheridan defeats Early, several officers killed or wounded on both sides..",us_history.png,Battle of Opequon(Third Battle of Winchester)
21,September,"September 21, 1864","On September 21, 1864, The Civil War Battle of Fisher's Hill began. This Union victory was fought in Virginia and was a Major battle in the war. Successful Union frontal assault..",us_history.png,Battle of Fisher's Hill
27,September,"September 27, 1864","On September 27, 1864, The Civil War Battle of Fort Davidson (Battle of Pilot Knob) began. This Union victory was fought in Missouri and was a Major battle in the war. Union forces detonate their own fort after losing to Confederates..",us_history.png,Battle of Fort Davidson (Battle of Pilot Knob)
29,September,"September 29, 1864","On September 29, 1864, The Civil War Battle of Chaffin's Farm (New Market Heights) began. This Union victory was fought in Virginia and was a Major battle in the war. Union forces victorious, but fail to capture several forts..",us_history.png,Battle of Chaffin's Farm (New Market Heights)
30,September,"September 30, 1864","On September 30, 1864, The Civil War Battle of Peebles' Farm began. This Union victory was fought in Virginia and was a Major battle in the war. Union victory near Petersburg..",us_history.png,Battle of Peebles' Farm
30,October,"October 30, 1864","On October 30, 1864, The Civil War Battle of Peebles' Farm began. This Union victory was fought in Virginia and was a Major battle in the war. Union victory near Petersburg..",us_history.png,Battle of Peebles' Farm
5,October,"October 5, 1864","On October 5, 1864, The Civil War Battle of Allatoona began. This Union victory was fought in Georgia and was a Major battle in the war. Union fortifications hold..",us_history.png,Battle of Allatoona
19,October,"October 19, 1864","On October 19, 1864, The Civil War Battle of Cedar Creek began. This Union victory was fought in Virginia and was a Decisive battle in the war. Sheridan defeats Early, drives Confederates from Shenandoah Valley..",us_history.png,Battle of Cedar Creek
22,October,"October 22, 1864","On October 22, 1864, The Civil War Battle of Byram's Ford began. This Union victory was fought in Missouri and was a Major battle in the war. Confederates under Marmaduke defeated..",us_history.png,Battle of Byram's Ford
23,October,"October 23, 1864","On October 23, 1864, The Civil War Battle of Westport began. This Union victory was fought in Missouri and was a Decisive battle in the war. Union forces win decisive battle to take control of Missouri..",us_history.png,Battle of Westport
27,October,"October 27, 1864","On October 27, 1864, The Civil War Battle of Boydton Plank Road began. This draw was fought in Virginia and was a Major battle in the war. Union forces take control of road, but withdraw after battle..",us_history.png,Battle of Boydton Plank Road
28,October,"October 28, 1864","On October 28, 1864, The Civil War Second Battle of Newtonia began. This Union victory was fought in Missouri and was a Major battle in the war. James G. Blunt defeats Joseph O. Shelby..",us_history.png,Second Battle of Newtonia
4,November,"November 4, 1864","On November 4, 1864, The Civil War Battle of Johnsonville began. This Confederate victory was fought in Tennessee and was a Major battle in the war. Confederates bombard Union forces during the night after a fire starts near union positions..",us_history.png,Battle of Johnsonville
22,November,"November 22, 1864","On November 22, 1864, The Civil War Battle of Griswoldville began. This Union victory was fought in Georgia and was a Major battle in the war. Sherman's march to the sea continued..",us_history.png,Battle of Griswoldville
29,November,"November 29, 1864","On November 29, 1864, The Civil War Battle of Spring Hill began. This Union victory was fought in Tennessee and was a Major battle in the war. Confederate mistakes allow Federal forces to redeploy, leading to the Battle of Franklin..",us_history.png,Battle of Spring Hill
29,November,"November 29, 1864","On November 29, 1864, The Civil War Sand Creek massacre began. This Union victory was fought in Colorado(Colorado Territory at the time) and was a Major battle in the war. Colorado War: U.S. forces massacre Cheyenne and Arapaho..",us_history.png,Sand Creek massacre
30,November,"November 30, 1864","On November 30, 1864, The Civil War Battle of Franklin (1864) began. This Union victory was fought in Tennessee and was a Decisive battle in the war. Hood attacks Schofield but suffers crushing losses; Pickett's Charge of the West..",us_history.png,Battle of Franklin (1864)
13,December,"December 13, 1864","On December 13, 1864, The Civil War Second Battle of Fort McAllister began. This Union victory was fought in Georgia and was a Major battle in the war. William B. Hazen captures Fort McAllister..",us_history.png,Second Battle of Fort McAllister
15,December,"December 15, 1864","On December 15, 1864, The Civil War Battle of Nashville began. This Union victory was fought in Tennessee and was a Decisive battle in the war. Thomas attacks and virtually destroys Hood's Confederate Army of Tennessee..",us_history.png,Battle of Nashville
13,January,"January 13, 1865","On January 13, 1865, The Civil War Second Battle of Fort Fisher began. This Union victory was fought in North Carolina and was a Decisive battle in the war. Union takes fort..",us_history.png,Second Battle of Fort Fisher
5,February,"February 5, 1865","On February 5, 1865, The Civil War Battle of Hatcher's Run began. This Union victory was fought in Virginia and was a Major battle in the war. Union force launch unexpected attack..",us_history.png,Battle of Hatcher's Run
2,March,"March 2, 1865","On March 2, 1865, The Civil War Battle of Waynesboro, Virginia began. This Union victory was fought in Virginia and was a Major battle in the war. Remnants of Confederate Army of the Valley are destroyed..",us_history.png,"Battle of Waynesboro, Virginia"
19,March,"March 19, 1865","On March 19, 1865, The Civil War Battle of Bentonville began. This Union victory was fought in North Carolina and was a Decisive battle in the war. Sherman defeats Confederates.",us_history.png,Battle of Bentonville
25,March,"March 25, 1865","On March 25, 1865, The Civil War Battle of Fort Stedman began. This Union victory was fought in Virginia and was a Decisive battle in the war. Lee attempts to break siege..",us_history.png,Battle of Fort Stedman
27,March,"March 27, 1865","On March 27, 1865, The Civil War Battle of Spanish Fort began. This Union victory was fought in Alabama and was a Major battle in the war. Union forces capture fort just east of Mobile..",us_history.png,Battle of Spanish Fort
27,April,"April 27, 1865","On April 27, 1865, The Civil War Battle of Spanish Fort began. This Union victory was fought in Alabama and was a Major battle in the war. Union forces capture fort just east of Mobile..",us_history.png,Battle of Spanish Fort
31,March,"March 31, 1865","On March 31, 1865, The Civil War Battle of White Oak Road began. This Union victory was fought in Virginia and was a Major battle in the war. Confederate forces under Richard H. Anderson defeated..",us_history.png,Battle of White Oak Road
1,April,"April 1, 1865","On April 1, 1865, The Civil War Battle of Five Forks began. This Union victory was fought in Virginia and was a Decisive battle in the war. Sheridan routs Confederates..",us_history.png,Battle of Five Forks
2,April,"April 2, 1865","On April 2, 1865, The Civil War Battle of Selma began. This Union victory was fought in Alabama and was a Major battle in the war. Wilson defeats Forrest..",us_history.png,Battle of Selma
2,April,"April 2, 1865","On April 2, 1865, The Civil War Third Battle of Petersburg began. This Union victory was fought in Virginia and was a Decisive battle in the war. Grant defeats Lee..",us_history.png,Third Battle of Petersburg
6,April,"April 6, 1865","On April 6, 1865, The Civil War Battle of Sayler's Creek(or Sailor's Creek) began. This Union victory was fought in Virginia and was a Major battle in the war. Lee realizes his army is on the verge of defeat..",us_history.png,Battle of Sayler's Creek(or Sailor's Creek)
8,April,"April 8, 1865","On April 8, 1865, The Civil War Battle of Appomattox Station began. This Union victory was fought in Virginia and was a Major battle in the war. Union forces thwart Lee's final attempt to resupply..",us_history.png,Battle of Appomattox Station
9,April,"April 9, 1865","On April 9, 1865, The Civil War Battle of Appomattox Court House began. This Union victory was fought in Virginia and was a Decisive battle in the war. Lee's forces surrounded. He subsequently surrenders..",us_history.png,Battle of Appomattox Court House
9,April,"April 9, 1865","On April 9, 1865, The Civil War Battle of Fort Blakeley began. This Union victory was fought in Alabama and was a Decisive battle in the war. Union forces capture fort east of Mobile..",us_history.png,Battle of Fort Blakeley
22,February,"February 22, 1732","On February 22, 1732, George Washington was born. George Washington was the 1st President of The United States of America.",us_history.png,George Washington
30,October,"October 30, 1735","On October 30, 1735, John Adams was born. John Adams was the 2nd President of The United States of America.",us_history.png,John Adams
13,April,"April 13, 1743","On April 13, 1743, Thomas Jefferson was born. Thomas Jefferson was the 3rd President of The United States of America.",us_history.png,Thomas Jefferson
16,March,"March 16, 1751","On March 16, 1751, James Madison was born. James Madison was the 4th President of The United States of America.",us_history.png,James Madison
28,April,"April 28, 1758","On April 28, 1758, James Monroe was born. James Monroe was the 5th President of The United States of America.",us_history.png,James Monroe
11,July,"July 11, 1767","On July 11, 1767, John Quincy Adams was born. John Quincy Adams was the 6th President of The United States of America.",us_history.png,John Quincy Adams
15,March,"March 15, 1767","On March 15, 1767, Andrew Jackson was born. Andrew Jackson was the 7th President of The United States of America.",us_history.png,Andrew Jackson
5,December,"December 5, 1782","On December 5, 1782, Martin Van Buren was born. Martin Van Buren was the 8th President of The United States of America.",us_history.png,Martin Van Buren
9,February,"February 9, 1773","On February 9, 1773, William Henry Harrison was born. William Henry Harrison was the 9th President of The United States of America.",us_history.png,William Henry Harrison
29,March,"March 29, 1790","On March 29, 1790, John Tyler was born. John Tyler was the 10th President of The United States of America.",us_history.png,John Tyler
2,November,"November 2, 1795","On November 2, 1795, James K. Polk was born. James K. Polk was the 11st President of The United States of America.",us_history.png,James K. Polk
24,November,"November 24, 1784","On November 24, 1784, Zachary Taylor was born. Zachary Taylor was the 12nd President of The United States of America.",us_history.png,Zachary Taylor
7,January,"January 7, 1800","On January 7, 1800, Millard Fillmore was born. Millard Fillmore was the 13rd President of The United States of America.",us_history.png,Millard Fillmore
23,November,"November 23, 1804","On November 23, 1804, Franklin Pierce was born. Franklin Pierce was the 14th President of The United States of America.",us_history.png,Franklin Pierce
23,April,"April 23, 1791","On April 23, 1791, James Buchanan was born. James Buchanan was the 15th President of The United States of America.",us_history.png,James Buchanan
12,February,"February 12, 1809","On February 12, 1809, Abraham Lincoln was born. Abraham Lincoln was the 16th President of The United States of America.",us_history.png,Abraham Lincoln
29,December,"December 29, 1808","On December 29, 1808, Andrew Johnson was born. Andrew Johnson was the 17th President of The United States of America.",us_history.png,Andrew Johnson
27,April,"April 27, 1822","On April 27, 1822, Ulysses S. Grant was born. Ulysses S. Grant was the 18th President of The United States of America.",us_history.png,Ulysses S. Grant
4,October,"October 4, 1822","On October 4, 1822, Rutherford B. Hayes was born. Rutherford B. Hayes was the 19th President of The United States of America.",us_history.png,Rutherford B. Hayes
19,November,"November 19, 1831","On November 19, 1831, James A. Garfield was born. James A. Garfield was the 20th President of The United States of America.",us_history.png,James A. Garfield
5,October,"October 5, 1829","On October 5, 1829, Chester A. Arthur was born. Chester A. Arthur was the 21st President of The United States of America.",us_history.png,Chester A. Arthur
18,March,"March 18, 1837","On March 18, 1837, Grover Cleveland was born. Grover Cleveland was the 22nd President of The United States of America.",us_history.png,Grover Cleveland
20,August,"August 20, 1833","On August 20, 1833, Benjamin Harrison was born. Benjamin Harrison was the 23rd President of The United States of America.",us_history.png,Benjamin Harrison
18,March,"March 18, 1837","On March 18, 1837, Grover Cleveland was born. Grover Cleveland was the 24th President of The United States of America.",us_history.png,Grover Cleveland
29,January,"January 29, 1843","On January 29, 1843, William McKinley was born. William McKinley was the 25th President of The United States of America.",us_history.png,William McKinley
27,October,"October 27, 1858","On October 27, 1858, Theodore Roosevelt was born. Theodore Roosevelt was the 26th President of The United States of America.",us_history.png,Theodore Roosevelt
15,September,"September 15, 1857","On September 15, 1857, William Howard Taft was born. William Howard Taft was the 27th President of The United States of America.",us_history.png,William Howard Taft
28,December,"December 28, 1856","On December 28, 1856, Woodrow Wilson was born. Woodrow Wilson was the 28th President of The United States of America.",us_history.png,Woodrow Wilson
2,November,"November 2, 1865","On November 2, 1865, Warren G. Harding was born. Warren G. Harding was the 29th President of The United States of America.",us_history.png,Warren G. Harding
4,July,"July 4, 1872","On July 4, 1872, Calvin Coolidge was born. Calvin Coolidge was the 30th President of The United States of America.",us_history.png,Calvin Coolidge
10,August,"August 10, 1874","On August 10, 1874, Herbert Hoover was born. Herbert Hoover was the 31st President of The United States of America.",us_history.png,Herbert Hoover
30,January,"January 30, 1882","On January 30, 1882, Franklin D. Roosevelt was born. Franklin D. Roosevelt was the 32nd President of The United States of America.",us_history.png,Franklin D. Roosevelt
8,May,"May 8, 1884","On May 8, 1884, Harry S. Truman was born. Harry S. Truman was the 33rd President of The United States of America.",us_history.png,Harry S. Truman
14,October,"October 14, 1890","On October 14, 1890, Dwight D. Eisenhower was born. Dwight D. Eisenhower was the 34th President of The United States of America.",us_history.png,Dwight D. Eisenhower
29,May,"May 29, 1917","On May 29, 1917, John F. Kennedy was born. John F. Kennedy was the 35th President of The United States of America.",us_history.png,John F. Kennedy
27,August,"August 27, 1908","On August 27, 1908, Lyndon B. Johnson was born. Lyndon B. Johnson was the 36th President of The United States of America.",us_history.png,Lyndon B. Johnson
9,January,"January 9, 1913","On January 9, 1913, Richard Nixon was born. Richard Nixon was the 37th President of The United States of America.",us_history.png,Richard Nixon
14,July,"July 14, 1913","On July 14, 1913, Gerald Ford was born. Gerald Ford was the 38th President of The United States of America.",us_history.png,Gerald Ford
1,October,"October 1, 1924","On October 1, 1924, Jimmy Carter was born. Jimmy Carter was the 39th President of The United States of America.",us_history.png,Jimmy Carter
6,February,"February 6, 1911","On February 6, 1911, Ronald Reagan was born. Ronald Reagan was the 40th President of The United States of America.",us_history.png,Ronald Reagan
12,June,"June 12, 1924","On June 12, 1924, George H. W. Bush was born. George H. W. Bush was the 41st President of The United States of America.",us_history.png,George H. W. Bush
19,August,"August 19, 1946","On August 19, 1946, Bill Clinton was born. Bill Clinton was the 42nd President of The United States of America.",us_history.png,Bill Clinton
6,July,"July 6, 1946","On July 6, 1946, George W. Bush was born. George W. Bush was the 43rd President of The United States of America.",us_history.png,George W. Bush
4,August,"August 4, 1961","On August 4, 1961, Barack Obama was born. Barack Obama was the 44th President of The United States of America.",us_history.png,Barack Obama
14,June,"June 14, 1946","On June 14, 1946, Donald Trump was born. Donald Trump was the 45th President of The United States of America.",us_history.png,Donald Trump
